global_lap_num,session,session_lap_num,class_name,class_index,s1_time_ms,s1_time_seconds,incident,brake_image_1,brake_image_2,throttle_image_1,throttle_image_2,raw_brake_image_1,raw_brake_image_2,raw_throttle_image_1,raw_throttle_image_2,delta_1_seconds,delta_2_seconds,delta_gap_seconds,mean_delta_seconds,has_delta_data
83,9,6,optimal_laps,0,28101,28.101,none,Data/cnn-classes/optimal_laps/lap_0083_brake_01.png,Data/cnn-classes/optimal_laps/lap_0083_brake_02.png,Data/cnn-classes/optimal_laps/lap_0083_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0083_throttle_02.png,Data/image-data/session-9/brake/Lap_6_Brake hit_1.png,Data/image-data/session-9/brake/Lap_6_Brake hit_2.png,Data/image-data/session-9/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-9/throttle/Lap_6_Throttle hit_2.png,1.0171310901641846,2.598050355911255,1.5809192657470703,1.8075907230377197,True
85,10,1,sub_standard_laps,2,29750,29.75,none,Data/cnn-classes/sub_standard_laps/lap_0085_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0085_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0085_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0085_throttle_02.png,Data/image-data/session-10/brake/Lap_1_Brake hit_1.png,Data/image-data/session-10/brake/Lap_1_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_1_Throttle hit_2.png,1.6160471439361572,3.0100529193878174,1.3940057754516602,2.3130500316619873,True
87,10,3,standard_laps,1,28171,28.171,none,Data/cnn-classes/standard_laps/lap_0087_brake_01.png,Data/cnn-classes/standard_laps/lap_0087_brake_02.png,Data/cnn-classes/standard_laps/lap_0087_throttle_01.png,Data/cnn-classes/standard_laps/lap_0087_throttle_02.png,Data/image-data/session-10/brake/Lap_3_Brake hit_1.png,Data/image-data/session-10/brake/Lap_3_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_3_Throttle hit_2.png,1.0975801944732666,2.7350897789001465,1.6375095844268799,1.9163349866867065,True
88,10,4,standard_laps,1,28246,28.246,none,Data/cnn-classes/standard_laps/lap_0088_brake_01.png,Data/cnn-classes/standard_laps/lap_0088_brake_02.png,Data/cnn-classes/standard_laps/lap_0088_throttle_01.png,Data/cnn-classes/standard_laps/lap_0088_throttle_02.png,Data/image-data/session-10/brake/Lap_4_Brake hit_1.png,Data/image-data/session-10/brake/Lap_4_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_4_Throttle hit_2.png,1.2195510864257812,2.0437419414520264,0.8241908550262451,1.6316465139389038,True
89,10,5,sub_standard_laps,2,28999,28.999,none,Data/cnn-classes/sub_standard_laps/lap_0089_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0089_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0089_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0089_throttle_02.png,Data/image-data/session-10/brake/Lap_5_Brake hit_1.png,Data/image-data/session-10/brake/Lap_5_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_5_Throttle hit_2.png,1.5193328857421875,3.0356717109680176,1.51633882522583,2.2775022983551025,True
90,10,6,standard_laps,1,28177,28.177,none,Data/cnn-classes/standard_laps/lap_0090_brake_01.png,Data/cnn-classes/standard_laps/lap_0090_brake_02.png,Data/cnn-classes/standard_laps/lap_0090_throttle_01.png,Data/cnn-classes/standard_laps/lap_0090_throttle_02.png,Data/image-data/session-10/brake/Lap_6_Brake hit_1.png,Data/image-data/session-10/brake/Lap_6_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_6_Throttle hit_2.png,1.114410638809204,2.5244994163513184,1.4100887775421143,1.8194550275802612,True
91,10,7,optimal_laps,0,27789,27.789,none,Data/cnn-classes/optimal_laps/lap_0091_brake_01.png,Data/cnn-classes/optimal_laps/lap_0091_brake_02.png,Data/cnn-classes/optimal_laps/lap_0091_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0091_throttle_02.png,Data/image-data/session-10/brake/Lap_7_Brake hit_1.png,Data/image-data/session-10/brake/Lap_7_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_7_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_7_Throttle hit_2.png,1.1045451164245605,2.683706045150757,1.5791609287261963,1.8941255807876587,True
92,10,8,standard_laps,1,28169,28.169,none,Data/cnn-classes/standard_laps/lap_0092_brake_01.png,Data/cnn-classes/standard_laps/lap_0092_brake_02.png,Data/cnn-classes/standard_laps/lap_0092_throttle_01.png,Data/cnn-classes/standard_laps/lap_0092_throttle_02.png,Data/image-data/session-10/brake/Lap_8_Brake hit_1.png,Data/image-data/session-10/brake/Lap_8_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_8_Throttle hit_2.png,1.114415168762207,2.3730225563049316,1.2586073875427246,1.7437188625335693,True
93,10,9,standard_laps,1,28245,28.245,none,Data/cnn-classes/standard_laps/lap_0093_brake_01.png,Data/cnn-classes/standard_laps/lap_0093_brake_02.png,Data/cnn-classes/standard_laps/lap_0093_throttle_01.png,Data/cnn-classes/standard_laps/lap_0093_throttle_02.png,Data/image-data/session-10/brake/Lap_9_Brake hit_1.png,Data/image-data/session-10/brake/Lap_9_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_9_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_9_Throttle hit_2.png,1.0357439517974854,2.585441827774048,1.5496978759765625,1.8105928897857666,True
96,10,12,optimal_laps,0,28053,28.053,none,Data/cnn-classes/optimal_laps/lap_0096_brake_01.png,Data/cnn-classes/optimal_laps/lap_0096_brake_02.png,Data/cnn-classes/optimal_laps/lap_0096_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0096_throttle_02.png,Data/image-data/session-10/brake/Lap_12_Brake hit_1.png,Data/image-data/session-10/brake/Lap_12_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_12_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_12_Throttle hit_2.png,1.030689001083374,2.7161760330200195,1.6854870319366455,1.8734325170516968,True
97,10,13,standard_laps,1,28439,28.439,none,Data/cnn-classes/standard_laps/lap_0097_brake_01.png,Data/cnn-classes/standard_laps/lap_0097_brake_02.png,Data/cnn-classes/standard_laps/lap_0097_throttle_01.png,Data/cnn-classes/standard_laps/lap_0097_throttle_02.png,Data/image-data/session-10/brake/Lap_13_Brake hit_1.png,Data/image-data/session-10/brake/Lap_13_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_13_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_13_Throttle hit_2.png,1.5264620780944824,1.9940736293792725,0.46761155128479004,1.7602678537368774,True
98,10,14,standard_laps,1,28401,28.401,none,Data/cnn-classes/standard_laps/lap_0098_brake_01.png,Data/cnn-classes/standard_laps/lap_0098_brake_02.png,Data/cnn-classes/standard_laps/lap_0098_throttle_01.png,Data/cnn-classes/standard_laps/lap_0098_throttle_02.png,Data/image-data/session-10/brake/Lap_14_Brake hit_1.png,Data/image-data/session-10/brake/Lap_14_Brake hit_2.png,Data/image-data/session-10/throttle/Lap_14_Throttle hit_1.png,Data/image-data/session-10/throttle/Lap_14_Throttle hit_2.png,1.6163814067840576,2.246284008026123,0.6299026012420654,1.9313327074050903,True
99,11,1,standard_laps,1,28407,28.407,none,Data/cnn-classes/standard_laps/lap_0099_brake_01.png,Data/cnn-classes/standard_laps/lap_0099_brake_02.png,Data/cnn-classes/standard_laps/lap_0099_throttle_01.png,Data/cnn-classes/standard_laps/lap_0099_throttle_02.png,Data/image-data/session-11/brake/Lap_1_Brake hit_1.png,Data/image-data/session-11/brake/Lap_1_Brake hit_2.png,Data/image-data/session-11/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-11/throttle/Lap_1_Throttle hit_2.png,1.0614550113677979,2.881826162338257,1.820371150970459,1.9716405868530273,True
100,11,2,sub_standard_laps,2,28687,28.687,none,Data/cnn-classes/sub_standard_laps/lap_0100_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0100_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0100_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0100_throttle_02.png,Data/image-data/session-11/brake/Lap_2_Brake hit_1.png,Data/image-data/session-11/brake/Lap_2_Brake hit_2.png,Data/image-data/session-11/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-11/throttle/Lap_2_Throttle hit_2.png,1.7636568546295166,2.6742584705352783,0.9106016159057617,2.2189576625823975,True
102,11,4,optimal_laps,0,28105,28.105,none,Data/cnn-classes/optimal_laps/lap_0102_brake_01.png,Data/cnn-classes/optimal_laps/lap_0102_brake_02.png,Data/cnn-classes/optimal_laps/lap_0102_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0102_throttle_02.png,Data/image-data/session-11/brake/Lap_4_Brake hit_1.png,Data/image-data/session-11/brake/Lap_4_Brake hit_2.png,Data/image-data/session-11/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-11/throttle/Lap_4_Throttle hit_2.png,1.5302379131317139,2.532409429550171,1.002171516418457,2.0313236713409424,True
104,11,6,standard_laps,1,28625,28.625,none,Data/cnn-classes/standard_laps/lap_0104_brake_01.png,Data/cnn-classes/standard_laps/lap_0104_brake_02.png,Data/cnn-classes/standard_laps/lap_0104_throttle_01.png,Data/cnn-classes/standard_laps/lap_0104_throttle_02.png,Data/image-data/session-11/brake/Lap_6_Brake hit_1.png,Data/image-data/session-11/brake/Lap_6_Brake hit_2.png,Data/image-data/session-11/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-11/throttle/Lap_6_Throttle hit_2.png,1.137732744216919,2.716409683227539,1.5786769390106201,1.927071213722229,True
105,12,1,standard_laps,1,28282,28.282,none,Data/cnn-classes/standard_laps/lap_0105_brake_01.png,Data/cnn-classes/standard_laps/lap_0105_brake_02.png,Data/cnn-classes/standard_laps/lap_0105_throttle_01.png,Data/cnn-classes/standard_laps/lap_0105_throttle_02.png,Data/image-data/session-12/brake/Lap_1_Brake hit_1.png,Data/image-data/session-12/brake/Lap_1_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_1_Throttle hit_2.png,1.4306564331054688,2.541292428970337,1.1106359958648682,1.9859744310379028,True
107,12,3,standard_laps,1,28336,28.336,none,Data/cnn-classes/standard_laps/lap_0107_brake_01.png,Data/cnn-classes/standard_laps/lap_0107_brake_02.png,Data/cnn-classes/standard_laps/lap_0107_throttle_01.png,Data/cnn-classes/standard_laps/lap_0107_throttle_02.png,Data/image-data/session-12/brake/Lap_3_Brake hit_1.png,Data/image-data/session-12/brake/Lap_3_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_3_Throttle hit_2.png,1.378577470779419,2.3861327171325684,1.0075552463531494,1.8823550939559937,True
108,12,4,standard_laps,1,28228,28.228,none,Data/cnn-classes/standard_laps/lap_0108_brake_01.png,Data/cnn-classes/standard_laps/lap_0108_brake_02.png,Data/cnn-classes/standard_laps/lap_0108_throttle_01.png,Data/cnn-classes/standard_laps/lap_0108_throttle_02.png,Data/image-data/session-12/brake/Lap_4_Brake hit_1.png,Data/image-data/session-12/brake/Lap_4_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_4_Throttle hit_2.png,1.0863780975341797,2.395291328430176,1.308913230895996,1.7408347129821777,True
109,12,5,sub_standard_laps,2,28897,28.897,none,Data/cnn-classes/sub_standard_laps/lap_0109_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0109_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0109_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0109_throttle_02.png,Data/image-data/session-12/brake/Lap_5_Brake hit_1.png,Data/image-data/session-12/brake/Lap_5_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_5_Throttle hit_2.png,1.7046334743499756,2.3451573848724365,0.6405239105224609,2.024895429611206,True
110,12,6,optimal_laps,0,27971,27.971,none,Data/cnn-classes/optimal_laps/lap_0110_brake_01.png,Data/cnn-classes/optimal_laps/lap_0110_brake_02.png,Data/cnn-classes/optimal_laps/lap_0110_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0110_throttle_02.png,Data/image-data/session-12/brake/Lap_6_Brake hit_1.png,Data/image-data/session-12/brake/Lap_6_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_6_Throttle hit_2.png,1.100811243057251,2.4422802925109863,1.3414690494537354,1.7715457677841187,True
112,12,8,standard_laps,1,28432,28.432,none,Data/cnn-classes/standard_laps/lap_0112_brake_01.png,Data/cnn-classes/standard_laps/lap_0112_brake_02.png,Data/cnn-classes/standard_laps/lap_0112_throttle_01.png,Data/cnn-classes/standard_laps/lap_0112_throttle_02.png,Data/image-data/session-12/brake/Lap_8_Brake hit_1.png,Data/image-data/session-12/brake/Lap_8_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_8_Throttle hit_2.png,1.529008388519287,2.4358537197113037,0.9068453311920166,1.9824310541152954,True
113,12,9,standard_laps,1,28294,28.294,none,Data/cnn-classes/standard_laps/lap_0113_brake_01.png,Data/cnn-classes/standard_laps/lap_0113_brake_02.png,Data/cnn-classes/standard_laps/lap_0113_throttle_01.png,Data/cnn-classes/standard_laps/lap_0113_throttle_02.png,Data/image-data/session-12/brake/Lap_9_Brake hit_1.png,Data/image-data/session-12/brake/Lap_9_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_9_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_9_Throttle hit_2.png,1.3910863399505615,2.345015048980713,0.9539287090301514,1.8680506944656372,True
114,12,10,optimal_laps,0,27954,27.954,none,Data/cnn-classes/optimal_laps/lap_0114_brake_01.png,Data/cnn-classes/optimal_laps/lap_0114_brake_02.png,Data/cnn-classes/optimal_laps/lap_0114_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0114_throttle_02.png,Data/image-data/session-12/brake/Lap_10_Brake hit_1.png,Data/image-data/session-12/brake/Lap_10_Brake hit_2.png,Data/image-data/session-12/throttle/Lap_10_Throttle hit_1.png,Data/image-data/session-12/throttle/Lap_10_Throttle hit_2.png,1.5470032691955566,2.1123170852661133,0.5653138160705566,1.829660177230835,True
115,13,1,sub_standard_laps,2,29143,29.143,none,Data/cnn-classes/sub_standard_laps/lap_0115_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0115_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0115_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0115_throttle_02.png,Data/image-data/session-13/brake/Lap_1_Brake hit_1.png,Data/image-data/session-13/brake/Lap_1_Brake hit_2.png,Data/image-data/session-13/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-13/throttle/Lap_1_Throttle hit_2.png,2.0748109817504883,2.171182870864868,0.09637188911437988,2.1229969263076782,True
116,13,2,optimal_laps,0,28021,28.021,none,Data/cnn-classes/optimal_laps/lap_0116_brake_01.png,Data/cnn-classes/optimal_laps/lap_0116_brake_02.png,Data/cnn-classes/optimal_laps/lap_0116_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0116_throttle_02.png,Data/image-data/session-13/brake/Lap_2_Brake hit_1.png,Data/image-data/session-13/brake/Lap_2_Brake hit_2.png,Data/image-data/session-13/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-13/throttle/Lap_2_Throttle hit_2.png,1.1826441287994385,2.2147839069366455,1.032139778137207,1.698714017868042,True
117,13,3,sub_standard_laps,2,29015,29.015,none,Data/cnn-classes/sub_standard_laps/lap_0117_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0117_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0117_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0117_throttle_02.png,Data/image-data/session-13/brake/Lap_3_Brake hit_1.png,Data/image-data/session-13/brake/Lap_3_Brake hit_2.png,Data/image-data/session-13/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-13/throttle/Lap_3_Throttle hit_2.png,1.6333818435668945,2.8785462379455566,1.245164394378662,2.2559640407562256,True
118,13,4,optimal_laps,0,28051,28.051,none,Data/cnn-classes/optimal_laps/lap_0118_brake_01.png,Data/cnn-classes/optimal_laps/lap_0118_brake_02.png,Data/cnn-classes/optimal_laps/lap_0118_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0118_throttle_02.png,Data/image-data/session-13/brake/Lap_4_Brake hit_1.png,Data/image-data/session-13/brake/Lap_4_Brake hit_2.png,Data/image-data/session-13/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-13/throttle/Lap_4_Throttle hit_2.png,1.0624206066131592,2.3667945861816406,1.3043739795684814,1.7146075963974,True
119,13,5,standard_laps,1,28150,28.15,none,Data/cnn-classes/standard_laps/lap_0119_brake_01.png,Data/cnn-classes/standard_laps/lap_0119_brake_02.png,Data/cnn-classes/standard_laps/lap_0119_throttle_01.png,Data/cnn-classes/standard_laps/lap_0119_throttle_02.png,Data/image-data/session-13/brake/Lap_5_Brake hit_1.png,Data/image-data/session-13/brake/Lap_5_Brake hit_2.png,Data/image-data/session-13/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-13/throttle/Lap_5_Throttle hit_2.png,1.1936335563659668,2.2159438133239746,1.0223102569580078,1.7047886848449707,True
121,14,1,standard_laps,1,28393,28.393,none,Data/cnn-classes/standard_laps/lap_0121_brake_01.png,Data/cnn-classes/standard_laps/lap_0121_brake_02.png,Data/cnn-classes/standard_laps/lap_0121_throttle_01.png,Data/cnn-classes/standard_laps/lap_0121_throttle_02.png,Data/image-data/session-14/brake/Lap_1_Brake hit_1.png,Data/image-data/session-14/brake/Lap_1_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_1_Throttle hit_2.png,1.576850175857544,2.273770332336426,0.6969201564788818,1.9253102540969849,True
122,14,2,optimal_laps,0,27850,27.85,none,Data/cnn-classes/optimal_laps/lap_0122_brake_01.png,Data/cnn-classes/optimal_laps/lap_0122_brake_02.png,Data/cnn-classes/optimal_laps/lap_0122_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0122_throttle_02.png,Data/image-data/session-14/brake/Lap_2_Brake hit_1.png,Data/image-data/session-14/brake/Lap_2_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_2_Throttle hit_2.png,1.14101243019104,2.1484947204589844,1.0074822902679443,1.6447535753250122,True
125,14,5,standard_laps,1,28146,28.146,none,Data/cnn-classes/standard_laps/lap_0125_brake_01.png,Data/cnn-classes/standard_laps/lap_0125_brake_02.png,Data/cnn-classes/standard_laps/lap_0125_throttle_01.png,Data/cnn-classes/standard_laps/lap_0125_throttle_02.png,Data/image-data/session-14/brake/Lap_5_Brake hit_1.png,Data/image-data/session-14/brake/Lap_5_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_5_Throttle hit_2.png,1.3300001621246338,2.503305435180664,1.1733052730560303,1.916652798652649,True
126,14,6,optimal_laps,0,27910,27.91,none,Data/cnn-classes/optimal_laps/lap_0126_brake_01.png,Data/cnn-classes/optimal_laps/lap_0126_brake_02.png,Data/cnn-classes/optimal_laps/lap_0126_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0126_throttle_02.png,Data/image-data/session-14/brake/Lap_6_Brake hit_1.png,Data/image-data/session-14/brake/Lap_6_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_6_Throttle hit_2.png,1.1693177223205566,2.464219331741333,1.2949016094207764,1.8167685270309448,True
127,14,7,optimal_laps,0,28069,28.069,none,Data/cnn-classes/optimal_laps/lap_0127_brake_01.png,Data/cnn-classes/optimal_laps/lap_0127_brake_02.png,Data/cnn-classes/optimal_laps/lap_0127_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0127_throttle_02.png,Data/image-data/session-14/brake/Lap_7_Brake hit_1.png,Data/image-data/session-14/brake/Lap_7_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_7_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_7_Throttle hit_2.png,1.1325936317443848,1.8859882354736328,0.753394603729248,1.5092909336090088,True
128,14,8,optimal_laps,0,27703,27.703,none,Data/cnn-classes/optimal_laps/lap_0128_brake_01.png,Data/cnn-classes/optimal_laps/lap_0128_brake_02.png,Data/cnn-classes/optimal_laps/lap_0128_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0128_throttle_02.png,Data/image-data/session-14/brake/Lap_8_Brake hit_1.png,Data/image-data/session-14/brake/Lap_8_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_8_Throttle hit_2.png,0.8788406848907471,2.4251792430877686,1.5463385581970215,1.6520099639892578,True
130,14,10,optimal_laps,0,28125,28.125,none,Data/cnn-classes/optimal_laps/lap_0130_brake_01.png,Data/cnn-classes/optimal_laps/lap_0130_brake_02.png,Data/cnn-classes/optimal_laps/lap_0130_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0130_throttle_02.png,Data/image-data/session-14/brake/Lap_10_Brake hit_1.png,Data/image-data/session-14/brake/Lap_10_Brake hit_2.png,Data/image-data/session-14/throttle/Lap_10_Throttle hit_1.png,Data/image-data/session-14/throttle/Lap_10_Throttle hit_2.png,1.56168532371521,2.4518327713012695,0.8901474475860596,2.0067590475082397,True
131,15,1,optimal_laps,0,27978,27.978,none,Data/cnn-classes/optimal_laps/lap_0131_brake_01.png,Data/cnn-classes/optimal_laps/lap_0131_brake_02.png,Data/cnn-classes/optimal_laps/lap_0131_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0131_throttle_02.png,Data/image-data/session-15/brake/Lap_1_Brake hit_1.png,Data/image-data/session-15/brake/Lap_1_Brake hit_2.png,Data/image-data/session-15/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-15/throttle/Lap_1_Throttle hit_2.png,1.3793318271636963,2.173051357269287,0.7937195301055908,1.7761915922164917,True
132,15,2,standard_laps,1,28169,28.169,none,Data/cnn-classes/standard_laps/lap_0132_brake_01.png,Data/cnn-classes/standard_laps/lap_0132_brake_02.png,Data/cnn-classes/standard_laps/lap_0132_throttle_01.png,Data/cnn-classes/standard_laps/lap_0132_throttle_02.png,Data/image-data/session-15/brake/Lap_2_Brake hit_1.png,Data/image-data/session-15/brake/Lap_2_Brake hit_2.png,Data/image-data/session-15/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-15/throttle/Lap_2_Throttle hit_2.png,1.312878131866455,2.573983907699585,1.2611057758331299,1.94343101978302,True
133,15,3,sub_standard_laps,2,28655,28.655,none,Data/cnn-classes/sub_standard_laps/lap_0133_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0133_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0133_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0133_throttle_02.png,Data/image-data/session-15/brake/Lap_3_Brake hit_1.png,Data/image-data/session-15/brake/Lap_3_Brake hit_2.png,Data/image-data/session-15/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-15/throttle/Lap_3_Throttle hit_2.png,1.298229694366455,2.4715514183044434,1.1733217239379883,1.8848905563354492,True
134,15,4,standard_laps,1,28504,28.504,none,Data/cnn-classes/standard_laps/lap_0134_brake_01.png,Data/cnn-classes/standard_laps/lap_0134_brake_02.png,Data/cnn-classes/standard_laps/lap_0134_throttle_01.png,Data/cnn-classes/standard_laps/lap_0134_throttle_02.png,Data/image-data/session-15/brake/Lap_4_Brake hit_1.png,Data/image-data/session-15/brake/Lap_4_Brake hit_2.png,Data/image-data/session-15/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-15/throttle/Lap_4_Throttle hit_2.png,1.6262493133544922,2.319459915161133,0.6932106018066406,1.9728546142578125,True
136,15,6,standard_laps,1,28217,28.217,none,Data/cnn-classes/standard_laps/lap_0136_brake_01.png,Data/cnn-classes/standard_laps/lap_0136_brake_02.png,Data/cnn-classes/standard_laps/lap_0136_throttle_01.png,Data/cnn-classes/standard_laps/lap_0136_throttle_02.png,Data/image-data/session-15/brake/Lap_6_Brake hit_1.png,Data/image-data/session-15/brake/Lap_6_Brake hit_2.png,Data/image-data/session-15/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-15/throttle/Lap_6_Throttle hit_2.png,1.6334683895111084,1.970733642578125,0.3372652530670166,1.8021010160446167,True
138,16,1,standard_laps,1,28283,28.283,none,Data/cnn-classes/standard_laps/lap_0138_brake_01.png,Data/cnn-classes/standard_laps/lap_0138_brake_02.png,Data/cnn-classes/standard_laps/lap_0138_throttle_01.png,Data/cnn-classes/standard_laps/lap_0138_throttle_02.png,Data/image-data/session-16/brake/Lap_1_Brake hit_1.png,Data/image-data/session-16/brake/Lap_1_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_1_Throttle hit_2.png,1.4127933979034424,2.546724319458008,1.1339309215545654,1.979758858680725,True
139,16,2,standard_laps,1,28204,28.204,none,Data/cnn-classes/standard_laps/lap_0139_brake_01.png,Data/cnn-classes/standard_laps/lap_0139_brake_02.png,Data/cnn-classes/standard_laps/lap_0139_throttle_01.png,Data/cnn-classes/standard_laps/lap_0139_throttle_02.png,Data/image-data/session-16/brake/Lap_2_Brake hit_1.png,Data/image-data/session-16/brake/Lap_2_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_2_Throttle hit_2.png,1.2570841312408447,2.1665046215057373,0.9094204902648926,1.711794376373291,True
140,16,3,optimal_laps,0,27705,27.705,none,Data/cnn-classes/optimal_laps/lap_0140_brake_01.png,Data/cnn-classes/optimal_laps/lap_0140_brake_02.png,Data/cnn-classes/optimal_laps/lap_0140_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0140_throttle_02.png,Data/image-data/session-16/brake/Lap_3_Brake hit_1.png,Data/image-data/session-16/brake/Lap_3_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_3_Throttle hit_2.png,1.078850269317627,2.2917776107788086,1.2129273414611816,1.6853139400482178,True
141,16,4,standard_laps,1,28237,28.237,none,Data/cnn-classes/standard_laps/lap_0141_brake_01.png,Data/cnn-classes/standard_laps/lap_0141_brake_02.png,Data/cnn-classes/standard_laps/lap_0141_throttle_01.png,Data/cnn-classes/standard_laps/lap_0141_throttle_02.png,Data/image-data/session-16/brake/Lap_4_Brake hit_1.png,Data/image-data/session-16/brake/Lap_4_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_4_Throttle hit_2.png,1.1318070888519287,2.7210161685943604,1.5892090797424316,1.9264116287231445,True
