image_id,cnn_image_path,cnn_repo_relative_path,class_name,class_index,global_lap_num,session,session_lap_num,signal_type,hit_number,raw_csv_path,raw_image_path,raw_repo_relative_path,raw_image_exists,s1_time_ms,s1_time_seconds,incident,delta_1_seconds,delta_2_seconds,associated_delta_seconds,has_delta_data,split
lap_0038_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0038_brake_01.png,Data/cnn-classes/standard_laps/lap_0038_brake_01.png,standard_laps,1,38,5,2,brake,1,../Data/image-data/session-5/brake/Lap_2_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_2_Brake hit_1.png,Data/image-data/session-5/brake/Lap_2_Brake hit_1.png,True,28297,28.297,none,,,,False,train
lap_0038_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0038_brake_02.png,Data/cnn-classes/standard_laps/lap_0038_brake_02.png,standard_laps,1,38,5,2,brake,2,../Data/image-data/session-5/brake/Lap_2_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_2_Brake hit_2.png,Data/image-data/session-5/brake/Lap_2_Brake hit_2.png,True,28297,28.297,none,,,,False,train
lap_0038_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0038_throttle_01.png,Data/cnn-classes/standard_laps/lap_0038_throttle_01.png,standard_laps,1,38,5,2,throttle,1,../Data/image-data/session-5/throttle/Lap_2_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_2_Throttle hit_1.png,Data/image-data/session-5/throttle/Lap_2_Throttle hit_1.png,True,28297,28.297,none,,,,False,train
lap_0038_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0038_throttle_02.png,Data/cnn-classes/standard_laps/lap_0038_throttle_02.png,standard_laps,1,38,5,2,throttle,2,../Data/image-data/session-5/throttle/Lap_2_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_2_Throttle hit_2.png,Data/image-data/session-5/throttle/Lap_2_Throttle hit_2.png,True,28297,28.297,none,,,,False,train
lap_0043_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0043_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0043_brake_01.png,sub_standard_laps,2,43,5,7,brake,1,../Data/image-data/session-5/brake/Lap_7_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_7_Brake hit_1.png,Data/image-data/session-5/brake/Lap_7_Brake hit_1.png,True,28691,28.691,none,,,,False,train
lap_0043_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0043_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0043_brake_02.png,sub_standard_laps,2,43,5,7,brake,2,../Data/image-data/session-5/brake/Lap_7_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_7_Brake hit_2.png,Data/image-data/session-5/brake/Lap_7_Brake hit_2.png,True,28691,28.691,none,,,,False,train
lap_0043_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0043_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0043_throttle_01.png,sub_standard_laps,2,43,5,7,throttle,1,../Data/image-data/session-5/throttle/Lap_7_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_7_Throttle hit_1.png,Data/image-data/session-5/throttle/Lap_7_Throttle hit_1.png,True,28691,28.691,none,,,,False,train
lap_0043_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0043_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0043_throttle_02.png,sub_standard_laps,2,43,5,7,throttle,2,../Data/image-data/session-5/throttle/Lap_7_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_7_Throttle hit_2.png,Data/image-data/session-5/throttle/Lap_7_Throttle hit_2.png,True,28691,28.691,none,,,,False,train
lap_0046_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0046_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0046_brake_01.png,sub_standard_laps,2,46,5,10,brake,1,../Data/image-data/session-5/brake/Lap_10_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_10_Brake hit_1.png,Data/image-data/session-5/brake/Lap_10_Brake hit_1.png,True,28901,28.901,none,,,,False,train
lap_0046_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0046_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0046_brake_02.png,sub_standard_laps,2,46,5,10,brake,2,../Data/image-data/session-5/brake/Lap_10_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_10_Brake hit_2.png,Data/image-data/session-5/brake/Lap_10_Brake hit_2.png,True,28901,28.901,none,,,,False,train
lap_0046_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0046_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0046_throttle_01.png,sub_standard_laps,2,46,5,10,throttle,1,../Data/image-data/session-5/throttle/Lap_10_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_10_Throttle hit_1.png,Data/image-data/session-5/throttle/Lap_10_Throttle hit_1.png,True,28901,28.901,none,,,,False,train
lap_0046_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0046_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0046_throttle_02.png,sub_standard_laps,2,46,5,10,throttle,2,../Data/image-data/session-5/throttle/Lap_10_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_10_Throttle hit_2.png,Data/image-data/session-5/throttle/Lap_10_Throttle hit_2.png,True,28901,28.901,none,,,,False,train
lap_0047_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0047_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0047_brake_01.png,sub_standard_laps,2,47,5,11,brake,1,../Data/image-data/session-5/brake/Lap_11_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_11_Brake hit_1.png,Data/image-data/session-5/brake/Lap_11_Brake hit_1.png,True,29194,29.194,none,,,,False,train
lap_0047_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0047_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0047_brake_02.png,sub_standard_laps,2,47,5,11,brake,2,../Data/image-data/session-5/brake/Lap_11_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\brake\Lap_11_Brake hit_2.png,Data/image-data/session-5/brake/Lap_11_Brake hit_2.png,True,29194,29.194,none,,,,False,train
lap_0047_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0047_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0047_throttle_01.png,sub_standard_laps,2,47,5,11,throttle,1,../Data/image-data/session-5/throttle/Lap_11_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_11_Throttle hit_1.png,Data/image-data/session-5/throttle/Lap_11_Throttle hit_1.png,True,29194,29.194,none,,,,False,train
lap_0047_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0047_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0047_throttle_02.png,sub_standard_laps,2,47,5,11,throttle,2,../Data/image-data/session-5/throttle/Lap_11_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-5\throttle\Lap_11_Throttle hit_2.png,Data/image-data/session-5/throttle/Lap_11_Throttle hit_2.png,True,29194,29.194,none,,,,False,train
lap_0048_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0048_brake_01.png,Data/cnn-classes/standard_laps/lap_0048_brake_01.png,standard_laps,1,48,6,1,brake,1,../Data/image-data/session-6/brake/Lap_1_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_1_Brake hit_1.png,Data/image-data/session-6/brake/Lap_1_Brake hit_1.png,True,28263,28.263,none,1.330505132675171,2.5443592071533203,1.330505132675171,True,test
lap_0048_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0048_brake_02.png,Data/cnn-classes/standard_laps/lap_0048_brake_02.png,standard_laps,1,48,6,1,brake,2,../Data/image-data/session-6/brake/Lap_1_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_1_Brake hit_2.png,Data/image-data/session-6/brake/Lap_1_Brake hit_2.png,True,28263,28.263,none,1.330505132675171,2.5443592071533203,2.5443592071533203,True,test
lap_0048_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0048_throttle_01.png,Data/cnn-classes/standard_laps/lap_0048_throttle_01.png,standard_laps,1,48,6,1,throttle,1,../Data/image-data/session-6/throttle/Lap_1_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_1_Throttle hit_1.png,Data/image-data/session-6/throttle/Lap_1_Throttle hit_1.png,True,28263,28.263,none,1.330505132675171,2.5443592071533203,1.330505132675171,True,test
lap_0048_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0048_throttle_02.png,Data/cnn-classes/standard_laps/lap_0048_throttle_02.png,standard_laps,1,48,6,1,throttle,2,../Data/image-data/session-6/throttle/Lap_1_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_1_Throttle hit_2.png,Data/image-data/session-6/throttle/Lap_1_Throttle hit_2.png,True,28263,28.263,none,1.330505132675171,2.5443592071533203,2.5443592071533203,True,test
lap_0050_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0050_brake_01.png,Data/cnn-classes/standard_laps/lap_0050_brake_01.png,standard_laps,1,50,6,3,brake,1,../Data/image-data/session-6/brake/Lap_3_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_3_Brake hit_1.png,Data/image-data/session-6/brake/Lap_3_Brake hit_1.png,True,28321,28.321,none,1.3782010078430176,2.5585391521453857,1.3782010078430176,True,test
lap_0050_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0050_brake_02.png,Data/cnn-classes/standard_laps/lap_0050_brake_02.png,standard_laps,1,50,6,3,brake,2,../Data/image-data/session-6/brake/Lap_3_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_3_Brake hit_2.png,Data/image-data/session-6/brake/Lap_3_Brake hit_2.png,True,28321,28.321,none,1.3782010078430176,2.5585391521453857,2.5585391521453857,True,test
lap_0050_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0050_throttle_01.png,Data/cnn-classes/standard_laps/lap_0050_throttle_01.png,standard_laps,1,50,6,3,throttle,1,../Data/image-data/session-6/throttle/Lap_3_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_3_Throttle hit_1.png,Data/image-data/session-6/throttle/Lap_3_Throttle hit_1.png,True,28321,28.321,none,1.3782010078430176,2.5585391521453857,1.3782010078430176,True,test
lap_0050_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0050_throttle_02.png,Data/cnn-classes/standard_laps/lap_0050_throttle_02.png,standard_laps,1,50,6,3,throttle,2,../Data/image-data/session-6/throttle/Lap_3_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_3_Throttle hit_2.png,Data/image-data/session-6/throttle/Lap_3_Throttle hit_2.png,True,28321,28.321,none,1.3782010078430176,2.5585391521453857,2.5585391521453857,True,test
lap_0051_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0051_brake_01.png,Data/cnn-classes/standard_laps/lap_0051_brake_01.png,standard_laps,1,51,6,4,brake,1,../Data/image-data/session-6/brake/Lap_4_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_4_Brake hit_1.png,Data/image-data/session-6/brake/Lap_4_Brake hit_1.png,True,28483,28.483,none,1.6070523262023926,2.64884090423584,1.6070523262023926,True,test
lap_0051_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0051_brake_02.png,Data/cnn-classes/standard_laps/lap_0051_brake_02.png,standard_laps,1,51,6,4,brake,2,../Data/image-data/session-6/brake/Lap_4_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_4_Brake hit_2.png,Data/image-data/session-6/brake/Lap_4_Brake hit_2.png,True,28483,28.483,none,1.6070523262023926,2.64884090423584,2.64884090423584,True,test
lap_0051_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0051_throttle_01.png,Data/cnn-classes/standard_laps/lap_0051_throttle_01.png,standard_laps,1,51,6,4,throttle,1,../Data/image-data/session-6/throttle/Lap_4_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_4_Throttle hit_1.png,Data/image-data/session-6/throttle/Lap_4_Throttle hit_1.png,True,28483,28.483,none,1.6070523262023926,2.64884090423584,1.6070523262023926,True,test
lap_0051_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0051_throttle_02.png,Data/cnn-classes/standard_laps/lap_0051_throttle_02.png,standard_laps,1,51,6,4,throttle,2,../Data/image-data/session-6/throttle/Lap_4_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_4_Throttle hit_2.png,Data/image-data/session-6/throttle/Lap_4_Throttle hit_2.png,True,28483,28.483,none,1.6070523262023926,2.64884090423584,2.64884090423584,True,test
lap_0053_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0053_brake_01.png,Data/cnn-classes/standard_laps/lap_0053_brake_01.png,standard_laps,1,53,6,6,brake,1,../Data/image-data/session-6/brake/Lap_6_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_6_Brake hit_1.png,Data/image-data/session-6/brake/Lap_6_Brake hit_1.png,True,28366,28.366,none,1.4015560150146484,2.515643119812012,1.4015560150146484,True,test
lap_0053_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0053_brake_02.png,Data/cnn-classes/standard_laps/lap_0053_brake_02.png,standard_laps,1,53,6,6,brake,2,../Data/image-data/session-6/brake/Lap_6_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_6_Brake hit_2.png,Data/image-data/session-6/brake/Lap_6_Brake hit_2.png,True,28366,28.366,none,1.4015560150146484,2.515643119812012,2.515643119812012,True,test
lap_0053_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0053_throttle_01.png,Data/cnn-classes/standard_laps/lap_0053_throttle_01.png,standard_laps,1,53,6,6,throttle,1,../Data/image-data/session-6/throttle/Lap_6_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_6_Throttle hit_1.png,Data/image-data/session-6/throttle/Lap_6_Throttle hit_1.png,True,28366,28.366,none,1.4015560150146484,2.515643119812012,1.4015560150146484,True,test
lap_0053_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0053_throttle_02.png,Data/cnn-classes/standard_laps/lap_0053_throttle_02.png,standard_laps,1,53,6,6,throttle,2,../Data/image-data/session-6/throttle/Lap_6_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_6_Throttle hit_2.png,Data/image-data/session-6/throttle/Lap_6_Throttle hit_2.png,True,28366,28.366,none,1.4015560150146484,2.515643119812012,2.515643119812012,True,test
lap_0055_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0055_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0055_brake_01.png,sub_standard_laps,2,55,6,8,brake,1,../Data/image-data/session-6/brake/Lap_8_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_8_Brake hit_1.png,Data/image-data/session-6/brake/Lap_8_Brake hit_1.png,True,28791,28.791,none,1.4284217357635498,2.187508106231689,1.4284217357635498,True,test
lap_0055_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0055_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0055_brake_02.png,sub_standard_laps,2,55,6,8,brake,2,../Data/image-data/session-6/brake/Lap_8_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\brake\Lap_8_Brake hit_2.png,Data/image-data/session-6/brake/Lap_8_Brake hit_2.png,True,28791,28.791,none,1.4284217357635498,2.187508106231689,2.187508106231689,True,test
lap_0055_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0055_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0055_throttle_01.png,sub_standard_laps,2,55,6,8,throttle,1,../Data/image-data/session-6/throttle/Lap_8_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_8_Throttle hit_1.png,Data/image-data/session-6/throttle/Lap_8_Throttle hit_1.png,True,28791,28.791,none,1.4284217357635498,2.187508106231689,1.4284217357635498,True,test
lap_0055_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0055_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0055_throttle_02.png,sub_standard_laps,2,55,6,8,throttle,2,../Data/image-data/session-6/throttle/Lap_8_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-6\throttle\Lap_8_Throttle hit_2.png,Data/image-data/session-6/throttle/Lap_8_Throttle hit_2.png,True,28791,28.791,none,1.4284217357635498,2.187508106231689,2.187508106231689,True,test
lap_0060_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\optimal_laps\lap_0060_brake_01.png,Data/cnn-classes/optimal_laps/lap_0060_brake_01.png,optimal_laps,0,60,7,4,brake,1,../Data/image-data/session-7/brake/Lap_4_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_4_Brake hit_1.png,Data/image-data/session-7/brake/Lap_4_Brake hit_1.png,True,27738,27.738,none,1.0230348110198977,2.783273696899414,1.0230348110198977,True,validation
lap_0060_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\optimal_laps\lap_0060_brake_02.png,Data/cnn-classes/optimal_laps/lap_0060_brake_02.png,optimal_laps,0,60,7,4,brake,2,../Data/image-data/session-7/brake/Lap_4_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_4_Brake hit_2.png,Data/image-data/session-7/brake/Lap_4_Brake hit_2.png,True,27738,27.738,none,1.0230348110198977,2.783273696899414,2.783273696899414,True,validation
lap_0060_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\optimal_laps\lap_0060_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0060_throttle_01.png,optimal_laps,0,60,7,4,throttle,1,../Data/image-data/session-7/throttle/Lap_4_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\throttle\Lap_4_Throttle hit_1.png,Data/image-data/session-7/throttle/Lap_4_Throttle hit_1.png,True,27738,27.738,none,1.0230348110198977,2.783273696899414,1.0230348110198977,True,validation
lap_0060_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\optimal_laps\lap_0060_throttle_02.png,Data/cnn-classes/optimal_laps/lap_0060_throttle_02.png,optimal_laps,0,60,7,4,throttle,2,../Data/image-data/session-7/throttle/Lap_4_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\throttle\Lap_4_Throttle hit_2.png,Data/image-data/session-7/throttle/Lap_4_Throttle hit_2.png,True,27738,27.738,none,1.0230348110198977,2.783273696899414,2.783273696899414,True,validation
lap_0061_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0061_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0061_brake_01.png,sub_standard_laps,2,61,7,5,brake,1,../Data/image-data/session-7/brake/Lap_5_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_5_Brake hit_1.png,Data/image-data/session-7/brake/Lap_5_Brake hit_1.png,True,28742,28.742,none,1.6941251754760742,2.61402440071106,1.6941251754760742,True,validation
lap_0061_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0061_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0061_brake_02.png,sub_standard_laps,2,61,7,5,brake,2,../Data/image-data/session-7/brake/Lap_5_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_5_Brake hit_2.png,Data/image-data/session-7/brake/Lap_5_Brake hit_2.png,True,28742,28.742,none,1.6941251754760742,2.61402440071106,2.61402440071106,True,validation
lap_0061_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0061_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0061_throttle_01.png,sub_standard_laps,2,61,7,5,throttle,1,../Data/image-data/session-7/throttle/Lap_5_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\throttle\Lap_5_Throttle hit_1.png,Data/image-data/session-7/throttle/Lap_5_Throttle hit_1.png,True,28742,28.742,none,1.6941251754760742,2.61402440071106,1.6941251754760742,True,validation
lap_0061_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0061_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0061_throttle_02.png,sub_standard_laps,2,61,7,5,throttle,2,../Data/image-data/session-7/throttle/Lap_5_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\throttle\Lap_5_Throttle hit_2.png,Data/image-data/session-7/throttle/Lap_5_Throttle hit_2.png,True,28742,28.742,none,1.6941251754760742,2.61402440071106,2.61402440071106,True,validation
lap_0062_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0062_brake_01.png,Data/cnn-classes/standard_laps/lap_0062_brake_01.png,standard_laps,1,62,7,6,brake,1,../Data/image-data/session-7/brake/Lap_6_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_6_Brake hit_1.png,Data/image-data/session-7/brake/Lap_6_Brake hit_1.png,True,28268,28.268,none,1.1517844200134275,3.0224781036376958,1.1517844200134275,True,validation
lap_0062_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0062_brake_02.png,Data/cnn-classes/standard_laps/lap_0062_brake_02.png,standard_laps,1,62,7,6,brake,2,../Data/image-data/session-7/brake/Lap_6_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-7\brake\Lap_6_Brake hit_2.png,Data/image-data/session-7/brake/Lap_6_Brake hit_2.png,True,28268,28.268,none,1.1517844200134275,3.0224781036376958,3.0224781036376958,True,validation
